Order_Date,Year,Quarter,Month,Month_Name,Day,Week_Number,Weekday
2016-09-02,2016,3,9,September,2,35,Friday
2016-09-04,2016,3,9,September,4,35,Sunday
2016-09-15,2016,3,9,September,15,37,Thursday
2016-10-01,2016,4,10,October,1,39,Saturday
2016-10-03,2016,4,10,October,3,40,Monday
2016-10-20,2016,4,10,October,20,42,Thursday
2016-10-23,2016,4,10,October,23,42,Sunday
2016-10-26,2016,4,10,October,26,43,Wednesday
2016-11-25,2016,4,11,November,25,47,Friday
2016-12-08,2016,4,12,December,8,49,Thursday
2016-12-18,2016,4,12,December,18,50,Sunday
2016-12-19,2016,4,12,December,19,51,Monday
2016-12-24,2016,4,12,December,24,51,Saturday
2017-01-16,2017,1,1,January,16,3,Monday
2017-01-31,2017,1,1,January,31,5,Tuesday
2017-02-09,2017,1,2,February,9,6,Thursday
2017-02-23,2017,1,2,February,23,8,Thursday
2017-03-05,2017,1,3,March,5,9,Sunday
2017-05-08,2017,2,5,May,8,19,Monday
2017-06-29,2017,2,6,June,29,26,Thursday
2017-07-07,2017,3,7,July,7,27,Friday
2017-07-13,2017,3,7,July,13,28,Thursday
2017-09-07,2017,3,9,September,7,36,Thursday
2017-09-13,2017,3,9,September,13,37,Wednesday
2017-09-29,2017,3,9,September,29,39,Friday
2017-10-03,2017,4,10,October,3,40,Tuesday
2017-10-07,2017,4,10,October,7,40,Saturday
2017-10-10,2017,4,10,October,10,41,Tuesday
2017-10-25,2017,4,10,October,25,43,Wednesday
2017-10-27,2017,4,10,October,27,43,Friday
2017-11-22,2017,4,11,November,22,47,Wednesday
2017-11-26,2017,4,11,November,26,47,Sunday
2017-12-30,2017,4,12,December,30,52,Saturday
2018-01-05,2018,1,1,January,5,1,Friday
2018-01-10,2018,1,1,January,10,2,Wednesday
2018-01-18,2018,1,1,January,18,3,Thursday
2018-01-27,2018,1,1,January,27,4,Saturday
2018-01-28,2018,1,1,January,28,4,Sunday
2018-02-07,2018,1,2,February,7,6,Wednesday
2018-02-19,2018,1,2,February,19,8,Monday
2018-03-07,2018,1,3,March,7,10,Wednesday
2018-05-05,2018,2,5,May,5,18,Saturday
2018-05-13,2018,2,5,May,13,19,Sunday
2018-06-02,2018,2,6,June,2,22,Saturday
2018-06-26,2018,2,6,June,26,26,Tuesday
2018-07-20,2018,3,7,July,20,29,Friday
2018-07-22,2018,3,7,July,22,29,Sunday
2018-09-11,2018,3,9,September,11,37,Tuesday
2018-10-14,2018,4,10,October,14,41,Sunday
2018-11-03,2018,4,11,November,3,44,Saturday
2018-11-12,2018,4,11,November,12,46,Monday
2018-11-15,2018,4,11,November,15,46,Thursday
2018-11-20,2018,4,11,November,20,47,Tuesday
2018-11-22,2018,4,11,November,22,47,Thursday
2018-12-28,2018,4,12,December,28,52,Friday
2019-01-08,2019,1,1,January,8,2,Tuesday
2019-02-25,2019,1,2,February,25,9,Monday
2019-03-19,2019,1,3,March,19,12,Tuesday
2019-04-24,2019,2,4,April,24,17,Wednesday
2019-05-16,2019,2,5,May,16,20,Thursday
2019-05-18,2019,2,5,May,18,20,Saturday
2019-05-29,2019,2,5,May,29,22,Wednesday
2019-06-19,2019,2,6,June,19,25,Wednesday
2019-07-25,2019,3,7,July,25,30,Thursday
2019-08-10,2019,3,8,August,10,32,Saturday
2019-08-18,2019,3,8,August,18,33,Sunday
2019-09-03,2019,3,9,September,3,36,Tuesday
2019-09-10,2019,3,9,September,10,37,Tuesday
2019-09-14,2019,3,9,September,14,37,Saturday
2019-11-16,2019,4,11,November,16,46,Saturday
2019-11-29,2019,4,11,November,29,48,Friday
2019-12-01,2019,4,12,December,1,48,Sunday
2019-12-20,2019,4,12,December,20,51,Friday
2020-01-07,2020,1,1,January,7,2,Tuesday
2020-02-10,2020,1,2,February,10,7,Monday
2020-02-17,2020,1,2,February,17,8,Monday
2020-05-13,2020,2,5,May,13,20,Wednesday
2020-05-14,2020,2,5,May,14,20,Thursday
2020-05-16,2020,2,5,May,16,20,Saturday
2020-06-12,2020,2,6,June,12,24,Friday
2020-06-16,2020,2,6,June,16,25,Tuesday
2020-07-01,2020,3,7,July,1,27,Wednesday
2020-07-05,2020,3,7,July,5,27,Sunday
2020-07-14,2020,3,7,July,14,29,Tuesday
2020-08-28,2020,3,8,August,28,35,Friday
2020-08-29,2020,3,8,August,29,35,Saturday
2020-09-03,2020,3,9,September,3,36,Thursday
2020-09-30,2020,3,9,September,30,40,Wednesday
2020-10-08,2020,4,10,October,8,41,Thursday
2020-10-22,2020,4,10,October,22,43,Thursday
2020-11-04,2020,4,11,November,4,45,Wednesday
2020-11-07,2020,4,11,November,7,45,Saturday
2020-12-02,2020,4,12,December,2,49,Wednesday
2020-12-25,2020,4,12,December,25,52,Friday
2021-01-15,2021,1,1,January,15,2,Friday
2021-01-16,2021,1,1,January,16,2,Saturday
2021-02-16,2021,1,2,February,16,7,Tuesday
2016-01-01,2016,1,1,January,1,53,Friday
2016-01-25,2016,1,1,January,25,4,Monday
2016-01-29,2016,1,1,January,29,4,Friday
2016-02-22,2016,1,2,February,22,8,Monday
2016-02-24,2016,1,2,February,24,8,Wednesday
2016-05-25,2016,2,5,May,25,21,Wednesday
2016-06-06,2016,2,6,June,6,23,Monday
2016-06-08,2016,2,6,June,8,23,Wednesday
2016-06-23,2016,2,6,June,23,25,Thursday
2016-07-05,2016,3,7,July,5,27,Tuesday
2016-07-16,2016,3,7,July,16,28,Saturday
2016-07-25,2016,3,7,July,25,30,Monday
2016-07-30,2016,3,7,July,30,30,Saturday
2016-09-14,2016,3,9,September,14,37,Wednesday
2016-09-22,2016,3,9,September,22,38,Thursday
2016-09-30,2016,3,9,September,30,39,Friday
2016-10-14,2016,4,10,October,14,41,Friday
2016-10-18,2016,4,10,October,18,42,Tuesday
2016-11-04,2016,4,11,November,4,44,Friday
2016-11-30,2016,4,11,November,30,48,Wednesday
2016-12-12,2016,4,12,December,12,50,Monday
2016-12-14,2016,4,12,December,14,50,Wednesday
2016-12-25,2016,4,12,December,25,51,Sunday
2016-12-31,2016,4,12,December,31,52,Saturday
2017-01-12,2017,1,1,January,12,2,Thursday
2017-01-20,2017,1,1,January,20,3,Friday
2017-05-02,2017,2,5,May,2,18,Tuesday
2017-05-07,2017,2,5,May,7,18,Sunday
2017-05-24,2017,2,5,May,24,21,Wednesday
2017-06-04,2017,2,6,June,4,22,Sunday
2017-06-08,2017,2,6,June,8,23,Thursday
2017-07-16,2017,3,7,July,16,28,Sunday
2017-07-21,2017,3,7,July,21,29,Friday
2017-07-29,2017,3,7,July,29,30,Saturday
2017-08-10,2017,3,8,August,10,32,Thursday
2017-08-14,2017,3,8,August,14,33,Monday
2017-09-15,2017,3,9,September,15,37,Friday
2017-09-16,2017,3,9,September,16,37,Saturday
2017-10-06,2017,4,10,October,6,40,Friday
2017-11-21,2017,4,11,November,21,47,Tuesday
2017-12-04,2017,4,12,December,4,49,Monday
2017-12-06,2017,4,12,December,6,49,Wednesday
2017-12-07,2017,4,12,December,7,49,Thursday
2017-12-13,2017,4,12,December,13,50,Wednesday
2017-12-19,2017,4,12,December,19,51,Tuesday
2018-01-08,2018,1,1,January,8,2,Monday
2018-01-11,2018,1,1,January,11,2,Thursday
2018-01-26,2018,1,1,January,26,4,Friday
2018-02-02,2018,1,2,February,2,5,Friday
2018-02-03,2018,1,2,February,3,5,Saturday
2018-02-06,2018,1,2,February,6,6,Tuesday
2018-02-15,2018,1,2,February,15,7,Thursday
2018-03-04,2018,1,3,March,4,9,Sunday
2018-03-06,2018,1,3,March,6,10,Tuesday
2018-05-20,2018,2,5,May,20,20,Sunday
2018-06-10,2018,2,6,June,10,23,Sunday
2018-07-10,2018,3,7,July,10,28,Tuesday
2018-07-11,2018,3,7,July,11,28,Wednesday
2018-07-14,2018,3,7,July,14,28,Saturday
2018-08-17,2018,3,8,August,17,33,Friday
2018-08-29,2018,3,8,August,29,35,Wednesday
2018-09-22,2018,3,9,September,22,38,Saturday
2018-10-10,2018,4,10,October,10,41,Wednesday
2018-11-16,2018,4,11,November,16,46,Friday
2018-11-29,2018,4,11,November,29,48,Thursday
2018-12-06,2018,4,12,December,6,49,Thursday
2018-12-15,2018,4,12,December,15,50,Saturday
2018-12-16,2018,4,12,December,16,50,Sunday
2018-12-18,2018,4,12,December,18,51,Tuesday
2018-12-25,2018,4,12,December,25,52,Tuesday
2018-12-27,2018,4,12,December,27,52,Thursday
2019-01-18,2019,1,1,January,18,3,Friday
2019-01-29,2019,1,1,January,29,5,Tuesday
2019-02-24,2019,1,2,February,24,8,Sunday
2019-04-26,2019,2,4,April,26,17,Friday
2019-04-29,2019,2,4,April,29,18,Monday
2019-05-13,2019,2,5,May,13,20,Monday
2019-05-14,2019,2,5,May,14,20,Tuesday
2019-07-04,2019,3,7,July,4,27,Thursday
2019-07-06,2019,3,7,July,6,27,Saturday
2019-07-24,2019,3,7,July,24,30,Wednesday
2019-08-01,2019,3,8,August,1,31,Thursday
2019-08-14,2019,3,8,August,14,33,Wednesday
2019-09-19,2019,3,9,September,19,38,Thursday
2019-10-14,2019,4,10,October,14,42,Monday
2019-11-15,2019,4,11,November,15,46,Friday
2019-12-08,2019,4,12,December,8,49,Sunday
2019-12-30,2019,4,12,December,30,1,Monday
2020-01-18,2020,1,1,January,18,3,Saturday
2020-01-29,2020,1,1,January,29,5,Wednesday
2020-01-30,2020,1,1,January,30,5,Thursday
2020-02-03,2020,1,2,February,3,6,Monday
2020-02-04,2020,1,2,February,4,6,Tuesday
2020-02-21,2020,1,2,February,21,8,Friday
2020-03-06,2020,1,3,March,6,10,Friday
2020-03-09,2020,1,3,March,9,11,Monday
2020-03-11,2020,1,3,March,11,11,Wednesday
2020-03-15,2020,1,3,March,15,11,Sunday
2020-05-27,2020,2,5,May,27,22,Wednesday
2020-06-25,2020,2,6,June,25,26,Thursday
2020-08-08,2020,3,8,August,8,32,Saturday
2020-08-13,2020,3,8,August,13,33,Thursday
2020-08-25,2020,3,8,August,25,35,Tuesday
2020-09-01,2020,3,9,September,1,36,Tuesday
2020-09-05,2020,3,9,September,5,36,Saturday
2020-09-07,2020,3,9,September,7,37,Monday
2020-09-12,2020,3,9,September,12,37,Saturday
2020-12-20,2020,4,12,December,20,51,Sunday
2021-01-01,2021,1,1,January,1,53,Friday
2021-01-05,2021,1,1,January,5,1,Tuesday
2021-01-21,2021,1,1,January,21,3,Thursday
2021-01-22,2021,1,1,January,22,3,Friday
2021-02-03,2021,1,2,February,3,5,Wednesday
2021-02-12,2021,1,2,February,12,6,Friday
2021-02-17,2021,1,2,February,17,7,Wednesday
2016-01-09,2016,1,1,January,9,1,Saturday
2016-01-12,2016,1,1,January,12,2,Tuesday
2016-01-14,2016,1,1,January,14,2,Thursday
2016-02-01,2016,1,2,February,1,5,Monday
2016-02-04,2016,1,2,February,4,5,Thursday
2016-02-14,2016,1,2,February,14,6,Sunday
2016-05-07,2016,2,5,May,7,18,Saturday
2016-06-12,2016,2,6,June,12,23,Sunday
2016-06-22,2016,2,6,June,22,25,Wednesday
2016-06-30,2016,2,6,June,30,26,Thursday
2016-08-11,2016,3,8,August,11,32,Thursday
2016-08-19,2016,3,8,August,19,33,Friday
2016-09-05,2016,3,9,September,5,36,Monday
2016-10-15,2016,4,10,October,15,41,Saturday
2016-10-25,2016,4,10,October,25,43,Tuesday
2016-10-27,2016,4,10,October,27,43,Thursday
2017-01-08,2017,1,1,January,8,1,Sunday
2017-01-15,2017,1,1,January,15,2,Sunday
2017-02-27,2017,1,2,February,27,9,Monday
2017-03-17,2017,1,3,March,17,11,Friday
2017-04-25,2017,2,4,April,25,17,Tuesday
2017-04-29,2017,2,4,April,29,17,Saturday
2017-06-01,2017,2,6,June,1,22,Thursday
2017-07-19,2017,3,7,July,19,29,Wednesday
2017-07-31,2017,3,7,July,31,31,Monday
2017-08-03,2017,3,8,August,3,31,Thursday
2017-09-08,2017,3,9,September,8,36,Friday
2017-09-24,2017,3,9,September,24,38,Sunday
2017-10-22,2017,4,10,October,22,42,Sunday
2017-10-23,2017,4,10,October,23,43,Monday
2017-10-29,2017,4,10,October,29,43,Sunday
2017-11-04,2017,4,11,November,4,44,Saturday
2017-11-12,2017,4,11,November,12,45,Sunday
2017-11-28,2017,4,11,November,28,48,Tuesday
2017-12-09,2017,4,12,December,9,49,Saturday
2017-12-11,2017,4,12,December,11,50,Monday
2018-01-14,2018,1,1,January,14,2,Sunday
2018-01-15,2018,1,1,January,15,3,Monday
2018-02-24,2018,1,2,February,24,8,Saturday
2018-02-27,2018,1,2,February,27,9,Tuesday
2018-03-08,2018,1,3,March,8,10,Thursday
2018-03-09,2018,1,3,March,9,10,Friday
2018-03-17,2018,1,3,March,17,11,Saturday
2018-05-07,2018,2,5,May,7,19,Monday
2018-06-13,2018,2,6,June,13,24,Wednesday
2018-07-19,2018,3,7,July,19,29,Thursday
2018-07-26,2018,3,7,July,26,30,Thursday
2018-08-11,2018,3,8,August,11,32,Saturday
2018-10-22,2018,4,10,October,22,43,Monday
2018-12-03,2018,4,12,December,3,49,Monday
2018-12-12,2018,4,12,December,12,50,Wednesday
2019-01-19,2019,1,1,January,19,3,Saturday
2019-01-25,2019,1,1,January,25,4,Friday
2019-02-28,2019,1,2,February,28,9,Thursday
2019-03-01,2019,1,3,March,1,9,Friday
2019-03-14,2019,1,3,March,14,11,Thursday
2019-03-18,2019,1,3,March,18,12,Monday
2019-05-19,2019,2,5,May,19,20,Sunday
2019-05-21,2019,2,5,May,21,21,Tuesday
2019-05-27,2019,2,5,May,27,22,Monday
2019-06-10,2019,2,6,June,10,24,Monday
2019-06-24,2019,2,6,June,24,26,Monday
2019-06-28,2019,2,6,June,28,26,Friday
2019-07-01,2019,3,7,July,1,27,Monday
2019-07-15,2019,3,7,July,15,29,Monday
2019-08-04,2019,3,8,August,4,31,Sunday
2019-08-16,2019,3,8,August,16,33,Friday
2019-08-25,2019,3,8,August,25,34,Sunday
2019-09-05,2019,3,9,September,5,36,Thursday
2019-09-07,2019,3,9,September,7,36,Saturday
2019-09-08,2019,3,9,September,8,36,Sunday
2019-10-02,2019,4,10,October,2,40,Wednesday
2019-10-03,2019,4,10,October,3,40,Thursday
2019-10-05,2019,4,10,October,5,40,Saturday
2019-10-13,2019,4,10,October,13,41,Sunday
2019-11-13,2019,4,11,November,13,46,Wednesday
2019-11-28,2019,4,11,November,28,48,Thursday
2019-12-14,2019,4,12,December,14,50,Saturday
2019-12-26,2019,4,12,December,26,52,Thursday
2020-01-03,2020,1,1,January,3,1,Friday
2020-02-05,2020,1,2,February,5,6,Wednesday
2020-02-06,2020,1,2,February,6,6,Thursday
2020-03-05,2020,1,3,March,5,10,Thursday
2020-05-03,2020,2,5,May,3,18,Sunday
2020-05-04,2020,2,5,May,4,19,Monday
2020-05-09,2020,2,5,May,9,19,Saturday
2020-05-17,2020,2,5,May,17,20,Sunday
2020-06-08,2020,2,6,June,8,24,Monday
2020-06-20,2020,2,6,June,20,25,Saturday
2020-07-06,2020,3,7,July,6,28,Monday
2020-07-08,2020,3,7,July,8,28,Wednesday
2020-09-22,2020,3,9,September,22,39,Tuesday
2020-10-09,2020,4,10,October,9,41,Friday
2020-10-13,2020,4,10,October,13,42,Tuesday
2020-10-16,2020,4,10,October,16,42,Friday
2020-11-02,2020,4,11,November,2,45,Monday
2020-11-17,2020,4,11,November,17,47,Tuesday
2020-12-04,2020,4,12,December,4,49,Friday
2020-12-17,2020,4,12,December,17,51,Thursday
2020-12-19,2020,4,12,December,19,51,Saturday
2021-01-07,2021,1,1,January,7,1,Thursday
2021-02-01,2021,1,2,February,1,5,Monday
2021-02-04,2021,1,2,February,4,5,Thursday
2016-01-03,2016,1,1,January,3,53,Sunday
2016-02-09,2016,1,2,February,9,6,Tuesday
2016-02-21,2016,1,2,February,21,7,Sunday
2016-02-23,2016,1,2,February,23,8,Tuesday
2016-02-26,2016,1,2,February,26,8,Friday
2016-05-12,2016,2,5,May,12,19,Thursday
2016-05-16,2016,2,5,May,16,20,Monday
2016-05-27,2016,2,5,May,27,21,Friday
2016-06-24,2016,2,6,June,24,25,Friday
2016-09-09,2016,3,9,September,9,36,Friday
2016-09-19,2016,3,9,September,19,38,Monday
2016-09-28,2016,3,9,September,28,39,Wednesday
2016-11-08,2016,4,11,November,8,45,Tuesday
2016-11-20,2016,4,11,November,20,46,Sunday
2016-11-28,2016,4,11,November,28,48,Monday
2016-11-29,2016,4,11,November,29,48,Tuesday
2017-01-01,2017,1,1,January,1,52,Sunday
2017-02-05,2017,1,2,February,5,5,Sunday
2017-02-25,2017,1,2,February,25,8,Saturday
2017-02-26,2017,1,2,February,26,8,Sunday
2017-04-28,2017,2,4,April,28,17,Friday
2017-05-03,2017,2,5,May,3,18,Wednesday
2017-05-17,2017,2,5,May,17,20,Wednesday
2017-05-28,2017,2,5,May,28,21,Sunday
2017-06-06,2017,2,6,June,6,23,Tuesday
2017-06-12,2017,2,6,June,12,24,Monday
2017-08-11,2017,3,8,August,11,32,Friday
2017-08-27,2017,3,8,August,27,34,Sunday
2017-09-23,2017,3,9,September,23,38,Saturday
2017-10-20,2017,4,10,October,20,42,Friday
2017-11-07,2017,4,11,November,7,45,Tuesday
2017-11-14,2017,4,11,November,14,46,Tuesday
2017-12-03,2017,4,12,December,3,48,Sunday
2018-01-09,2018,1,1,January,9,2,Tuesday
2018-02-09,2018,1,2,February,9,6,Friday
2018-02-14,2018,1,2,February,14,7,Wednesday
2018-02-17,2018,1,2,February,17,7,Saturday
2018-03-15,2018,1,3,March,15,11,Thursday
2018-03-16,2018,1,3,March,16,11,Friday
2018-06-12,2018,2,6,June,12,24,Tuesday
2018-06-18,2018,2,6,June,18,25,Monday
2018-07-25,2018,3,7,July,25,30,Wednesday
2018-08-05,2018,3,8,August,5,31,Sunday
2018-08-16,2018,3,8,August,16,33,Thursday
2018-08-20,2018,3,8,August,20,34,Monday
2018-08-28,2018,3,8,August,28,35,Tuesday
2018-09-02,2018,3,9,September,2,35,Sunday
2018-09-08,2018,3,9,September,8,36,Saturday
2018-09-09,2018,3,9,September,9,36,Sunday
2018-09-24,2018,3,9,September,24,39,Monday
2018-09-26,2018,3,9,September,26,39,Wednesday
2018-10-06,2018,4,10,October,6,40,Saturday
2018-10-07,2018,4,10,October,7,40,Sunday
2018-10-09,2018,4,10,October,9,41,Tuesday
2018-10-29,2018,4,10,October,29,44,Monday
2018-10-31,2018,4,10,October,31,44,Wednesday
2018-11-14,2018,4,11,November,14,46,Wednesday
2018-11-21,2018,4,11,November,21,47,Wednesday
2018-12-13,2018,4,12,December,13,50,Thursday
2019-01-11,2019,1,1,January,11,2,Friday
2019-02-10,2019,1,2,February,10,6,Sunday
2019-02-21,2019,1,2,February,21,8,Thursday
2019-06-03,2019,2,6,June,3,23,Monday
2019-06-16,2019,2,6,June,16,24,Sunday
2019-06-26,2019,2,6,June,26,26,Wednesday
2019-07-29,2019,3,7,July,29,31,Monday
2019-08-03,2019,3,8,August,3,31,Saturday
2019-08-09,2019,3,8,August,9,32,Friday
2019-08-23,2019,3,8,August,23,34,Friday
2019-08-28,2019,3,8,August,28,35,Wednesday
2019-08-30,2019,3,8,August,30,35,Friday
2019-09-02,2019,3,9,September,2,36,Monday
2019-10-15,2019,4,10,October,15,42,Tuesday
2019-10-19,2019,4,10,October,19,42,Saturday
2019-11-19,2019,4,11,November,19,47,Tuesday
2019-11-21,2019,4,11,November,21,47,Thursday
2019-12-22,2019,4,12,December,22,51,Sunday
2019-12-24,2019,4,12,December,24,52,Tuesday
2020-01-11,2020,1,1,January,11,2,Saturday
2020-01-21,2020,1,1,January,21,4,Tuesday
2020-01-25,2020,1,1,January,25,4,Saturday
2020-02-18,2020,1,2,February,18,8,Tuesday
2020-02-29,2020,1,2,February,29,9,Saturday
2020-03-10,2020,1,3,March,10,11,Tuesday
2020-05-06,2020,2,5,May,6,19,Wednesday
2020-05-21,2020,2,5,May,21,21,Thursday
2020-05-25,2020,2,5,May,25,22,Monday
2020-06-02,2020,2,6,June,2,23,Tuesday
2020-06-13,2020,2,6,June,13,24,Saturday
2020-06-21,2020,2,6,June,21,25,Sunday
2020-06-28,2020,2,6,June,28,26,Sunday
2020-07-10,2020,3,7,July,10,28,Friday
2020-07-22,2020,3,7,July,22,30,Wednesday
2020-08-11,2020,3,8,August,11,33,Tuesday
2020-10-01,2020,4,10,October,1,40,Thursday
2020-11-14,2020,4,11,November,14,46,Saturday
2020-11-23,2020,4,11,November,23,48,Monday
2020-12-03,2020,4,12,December,3,49,Thursday
2021-01-11,2021,1,1,January,11,2,Monday
2021-01-14,2021,1,1,January,14,2,Thursday
2021-01-19,2021,1,1,January,19,3,Tuesday
2021-01-20,2021,1,1,January,20,3,Wednesday
2016-01-10,2016,1,1,January,10,1,Sunday
2016-01-20,2016,1,1,January,20,3,Wednesday
2016-01-21,2016,1,1,January,21,3,Thursday
2016-02-02,2016,1,2,February,2,5,Tuesday
2016-02-17,2016,1,2,February,17,7,Wednesday
2016-02-29,2016,1,2,February,29,9,Monday
2016-03-10,2016,1,3,March,10,10,Thursday
2016-06-13,2016,2,6,June,13,24,Monday
2016-07-07,2016,3,7,July,7,27,Thursday
2016-07-23,2016,3,7,July,23,29,Saturday
2016-07-27,2016,3,7,July,27,30,Wednesday
2016-08-05,2016,3,8,August,5,31,Friday
2016-08-12,2016,3,8,August,12,32,Friday
2016-08-22,2016,3,8,August,22,34,Monday
2016-09-01,2016,3,9,September,1,35,Thursday
2016-09-16,2016,3,9,September,16,37,Friday
2016-10-28,2016,4,10,October,28,43,Friday
2016-11-24,2016,4,11,November,24,47,Thursday
2016-12-07,2016,4,12,December,7,49,Wednesday
2017-01-21,2017,1,1,January,21,3,Saturday
2017-03-11,2017,1,3,March,11,10,Saturday
2017-03-14,2017,1,3,March,14,11,Tuesday
2017-03-15,2017,1,3,March,15,11,Wednesday
2017-05-14,2017,2,5,May,14,19,Sunday
2017-07-11,2017,3,7,July,11,28,Tuesday
2017-08-05,2017,3,8,August,5,31,Saturday
2017-08-19,2017,3,8,August,19,33,Saturday
2017-08-21,2017,3,8,August,21,34,Monday
2017-08-28,2017,3,8,August,28,35,Monday
2017-09-30,2017,3,9,September,30,39,Saturday
2017-10-12,2017,4,10,October,12,41,Thursday
2017-10-21,2017,4,10,October,21,42,Saturday
2017-12-14,2017,4,12,December,14,50,Thursday
2017-12-25,2017,4,12,December,25,52,Monday
2017-12-28,2017,4,12,December,28,52,Thursday
2017-12-29,2017,4,12,December,29,52,Friday
2018-01-24,2018,1,1,January,24,4,Wednesday
2018-02-04,2018,1,2,February,4,5,Sunday
2018-02-08,2018,1,2,February,8,6,Thursday
2018-02-26,2018,1,2,February,26,9,Monday
2018-05-11,2018,2,5,May,11,19,Friday
2018-05-15,2018,2,5,May,15,20,Tuesday
2018-05-18,2018,2,5,May,18,20,Friday
2018-05-28,2018,2,5,May,28,22,Monday
2018-05-31,2018,2,5,May,31,22,Thursday
2018-06-07,2018,2,6,June,7,23,Thursday
2018-06-24,2018,2,6,June,24,25,Sunday
2018-06-29,2018,2,6,June,29,26,Friday
2018-07-03,2018,3,7,July,3,27,Tuesday
2018-07-09,2018,3,7,July,9,28,Monday
2018-07-13,2018,3,7,July,13,28,Friday
2018-07-16,2018,3,7,July,16,29,Monday
2018-08-15,2018,3,8,August,15,33,Wednesday
2018-08-24,2018,3,8,August,24,34,Friday
2018-08-26,2018,3,8,August,26,34,Sunday
2018-09-03,2018,3,9,September,3,36,Monday
2018-09-07,2018,3,9,September,7,36,Friday
2018-09-14,2018,3,9,September,14,37,Friday
2018-09-18,2018,3,9,September,18,38,Tuesday
2018-09-25,2018,3,9,September,25,39,Tuesday
2018-10-13,2018,4,10,October,13,41,Saturday
2018-11-02,2018,4,11,November,2,44,Friday
2018-12-02,2018,4,12,December,2,48,Sunday
2018-12-10,2018,4,12,December,10,50,Monday
2018-12-19,2018,4,12,December,19,51,Wednesday
2019-01-15,2019,1,1,January,15,3,Tuesday
2019-01-27,2019,1,1,January,27,4,Sunday
2019-02-01,2019,1,2,February,1,5,Friday
2019-02-09,2019,1,2,February,9,6,Saturday
2019-02-11,2019,1,2,February,11,7,Monday
2019-02-26,2019,1,2,February,26,9,Tuesday
2019-03-02,2019,1,3,March,2,9,Saturday
2019-03-05,2019,1,3,March,5,10,Tuesday
2019-04-28,2019,2,4,April,28,17,Sunday
2019-05-28,2019,2,5,May,28,22,Tuesday
2019-07-05,2019,3,7,July,5,27,Friday
2019-07-10,2019,3,7,July,10,28,Wednesday
2019-08-13,2019,3,8,August,13,33,Tuesday
2019-08-29,2019,3,8,August,29,35,Thursday
2019-09-09,2019,3,9,September,9,37,Monday
2019-10-27,2019,4,10,October,27,43,Sunday
2019-11-06,2019,4,11,November,6,45,Wednesday
2019-11-10,2019,4,11,November,10,45,Sunday
2019-11-12,2019,4,11,November,12,46,Tuesday
2019-11-27,2019,4,11,November,27,48,Wednesday
2019-12-11,2019,4,12,December,11,50,Wednesday
2019-12-27,2019,4,12,December,27,52,Friday
2020-01-01,2020,1,1,January,1,1,Wednesday
2020-01-10,2020,1,1,January,10,2,Friday
2020-01-16,2020,1,1,January,16,3,Thursday
2020-05-24,2020,2,5,May,24,21,Sunday
2020-05-26,2020,2,5,May,26,22,Tuesday
2020-06-11,2020,2,6,June,11,24,Thursday
2020-06-30,2020,2,6,June,30,27,Tuesday
2020-07-04,2020,3,7,July,4,27,Saturday
2020-07-07,2020,3,7,July,7,28,Tuesday
2020-07-12,2020,3,7,July,12,28,Sunday
2020-07-13,2020,3,7,July,13,29,Monday
2020-07-23,2020,3,7,July,23,30,Thursday
2020-07-25,2020,3,7,July,25,30,Saturday
2020-07-31,2020,3,7,July,31,31,Friday
2020-08-20,2020,3,8,August,20,34,Thursday
2020-08-22,2020,3,8,August,22,34,Saturday
2020-08-27,2020,3,8,August,27,35,Thursday
2020-09-23,2020,3,9,September,23,39,Wednesday
2020-10-30,2020,4,10,October,30,44,Friday
2020-11-09,2020,4,11,November,9,46,Monday
2021-01-02,2021,1,1,January,2,53,Saturday
2021-01-06,2021,1,1,January,6,1,Wednesday
2021-01-18,2021,1,1,January,18,3,Monday
